index,nature,culture,traffic,sleep,food,shopping,inform,conv,kind,active,cost,busy,avg,city,Cluster
13405,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,전라남도 목포시,2
13406,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13407,0.75,0.75,1.0,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.6666666666666666,전라남도 목포시,2
13408,0.75,0.5,1.0,0.75,0.75,0.5,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13409,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.9999999999999999,0.6666666666666666,0.5,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13410,1.0,0.75,0.75,1.0,1.0,0.5,0.5,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13411,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.75,0.6666666666666666,전라남도 목포시,2
13412,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.33333333333333337,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13413,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13414,0.75,1.0,1.0,0.75,0.75,0.75,1.0,0.33333333333333337,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13415,1.0,0.5,0.75,0.75,1.0,0.5,0.5,0.9999999999999999,0.33333333333333337,1.0,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13416,1.0,0.75,1.0,1.0,1.0,0.5,1.0,0.9999999999999999,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13417,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.9999999999999999,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13418,0.5,0.75,0.75,0.75,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13420,1.0,0.5,1.0,1.0,0.75,1.0,0.5,0.9999999999999999,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13421,1.0,1.0,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13422,0.5,1.0,0.75,0.75,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.6666666666666666,전라남도 목포시,0
13423,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.6666666666666666,0.9999999999999999,1.0,1.0,0.75,0.9999999999999999,전라남도 목포시,0
13424,0.75,1.0,0.75,0.5,0.75,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.33333333333333337,전라남도 목포시,2
13425,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13426,1.0,0.5,0.75,0.75,1.0,0.5,1.0,0.6666666666666666,0.9999999999999999,0.75,1.0,0.5,0.6666666666666666,전라남도 목포시,2
13427,1.0,0.5,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.9999999999999999,전라남도 목포시,2
13428,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.5,0.75,0.9999999999999999,전라남도 목포시,0
13429,1.0,0.5,1.0,0.75,1.0,0.5,0.5,0.9999999999999999,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13430,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.9999999999999999,0.6666666666666666,0.5,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13431,0.75,0.5,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13432,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13433,1.0,0.5,0.75,0.75,1.0,0.5,1.0,0.9999999999999999,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13434,0.5,1.0,0.75,0.75,0.75,0.5,1.0,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13435,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13436,1.0,0.5,1.0,0.75,1.0,0.75,0.5,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,전라남도 목포시,2
13437,1.0,0.5,1.0,0.75,1.0,0.5,0.5,0.9999999999999999,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13438,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.5,0.75,0.9999999999999999,전라남도 목포시,0
13439,1.0,0.5,1.0,0.75,1.0,0.5,0.5,0.9999999999999999,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13440,1.0,0.5,1.0,1.0,1.0,0.75,1.0,0.9999999999999999,0.9999999999999999,1.0,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13441,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13442,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.9999999999999999,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13443,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,0
13444,0.75,0.75,1.0,0.75,0.75,1.0,0.5,0.6666666666666666,0.9999999999999999,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13445,0.75,1.0,0.75,0.75,0.75,0.75,0.5,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13446,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13447,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13448,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13449,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13450,0.75,1.0,0.75,0.75,0.75,0.75,0.5,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13451,0.5,0.5,0.5,0.75,0.25,0.5,0.5,0.33333333333333337,0.6666666666666666,0.5,0.5,0.5,0.33333333333333337,전라남도 목포시,1
13452,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13453,1.0,0.5,0.75,1.0,1.0,1.0,0.5,0.6666666666666666,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13454,1.0,0.75,0.5,1.0,0.5,0.75,1.0,0.9999999999999999,0.6666666666666666,1.0,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13455,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.9999999999999999,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,전라남도 목포시,0
13456,0.75,1.0,0.75,1.0,1.0,1.0,0.75,0.9999999999999999,0.6666666666666666,0.75,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13457,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.9999999999999999,전라남도 목포시,2
13458,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.6666666666666666,0.33333333333333337,0.75,0.5,0.75,0.6666666666666666,전라남도 목포시,1
13459,0.75,1.0,1.0,0.75,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13460,0.75,0.5,0.75,0.75,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,전라남도 목포시,0
13461,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,전라남도 목포시,2
13462,1.0,0.5,0.75,1.0,1.0,1.0,0.5,0.6666666666666666,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13463,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13464,0.75,1.0,1.0,0.75,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13465,1.0,0.75,1.0,1.0,0.75,0.5,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13466,0.75,1.0,0.75,0.75,0.75,1.0,0.5,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.6666666666666666,전라남도 목포시,2
13467,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13468,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.9999999999999999,전라남도 목포시,0
13469,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.9999999999999999,0.9999999999999999,0.75,1.0,0.75,0.9999999999999999,전라남도 목포시,0
13470,1.0,0.75,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13471,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.6666666666666666,0.9999999999999999,0.75,1.0,0.75,0.9999999999999999,전라남도 목포시,0
13472,1.0,0.75,0.75,0.75,1.0,0.5,0.75,0.6666666666666666,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13473,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.6666666666666666,전라남도 목포시,2
13474,1.0,0.5,1.0,0.75,0.75,0.75,1.0,0.6666666666666666,0.9999999999999999,0.5,0.5,1.0,0.6666666666666666,전라남도 목포시,2
13475,1.0,0.75,1.0,0.75,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13476,1.0,0.75,1.0,0.75,1.0,0.5,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,1.0,0.6666666666666666,전라남도 목포시,0
13477,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.6666666666666666,전라남도 목포시,0
13478,0.75,0.5,1.0,1.0,1.0,0.75,1.0,0.9999999999999999,0.6666666666666666,1.0,1.0,0.75,0.9999999999999999,전라남도 목포시,0
13479,1.0,1.0,0.75,0.75,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,전라남도 목포시,0
13480,0.75,0.5,1.0,0.75,0.75,0.75,0.75,0.9999999999999999,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13481,1.0,0.5,1.0,0.75,1.0,1.0,0.75,0.9999999999999999,0.6666666666666666,1.0,0.75,0.75,0.6666666666666666,전라남도 목포시,0
13482,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,1
13483,1.0,0.5,1.0,1.0,1.0,0.75,1.0,0.9999999999999999,0.6666666666666666,1.0,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13484,0.75,0.75,1.0,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.6666666666666666,전라남도 목포시,2
13485,1.0,1.0,0.75,0.75,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,전라남도 목포시,0
13486,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,0
13487,0.75,0.5,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,0.9999999999999999,1.0,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13488,0.75,1.0,0.75,0.75,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13489,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13490,0.75,1.0,0.75,0.75,1.0,0.5,1.0,0.9999999999999999,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13491,1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13492,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.33333333333333337,전라남도 목포시,1
13493,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.9999999999999999,0.9999999999999999,1.0,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13494,0.5,0.75,0.75,0.75,1.0,1.0,0.5,0.33333333333333337,0.9999999999999999,0.75,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13495,1.0,0.5,1.0,0.75,0.75,0.75,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13496,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.9999999999999999,전라남도 목포시,2
13497,1.0,0.75,1.0,0.75,1.0,1.0,0.75,0.9999999999999999,0.9999999999999999,0.75,1.0,1.0,0.6666666666666666,전라남도 목포시,0
13498,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13499,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.6666666666666666,전라남도 목포시,1
13500,0.5,0.75,1.0,0.75,0.75,0.75,1.0,0.9999999999999999,0.33333333333333337,0.75,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13501,0.75,1.0,0.75,0.5,0.75,1.0,0.75,0.33333333333333337,0.6666666666666666,0.75,0.5,0.5,0.9999999999999999,전라남도 목포시,2
13502,1.0,0.75,1.0,0.75,0.75,0.75,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.5,0.6666666666666666,전라남도 목포시,2
13503,1.0,1.0,0.75,0.75,1.0,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13504,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.33333333333333337,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13505,1.0,0.5,1.0,0.75,0.75,0.5,1.0,0.9999999999999999,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13507,0.75,1.0,0.75,0.5,0.75,1.0,0.75,0.33333333333333337,0.6666666666666666,0.75,0.5,0.5,0.9999999999999999,전라남도 목포시,2
13508,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13509,0.75,1.0,1.0,0.75,1.0,0.5,0.5,0.33333333333333337,0.9999999999999999,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13510,1.0,0.5,1.0,0.75,1.0,0.5,0.75,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13511,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13512,1.0,0.75,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13513,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13514,0.75,0.5,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13515,0.75,0.75,1.0,1.0,0.75,0.75,1.0,0.9999999999999999,0.9999999999999999,0.75,0.75,1.0,0.6666666666666666,전라남도 목포시,0
13516,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13518,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13519,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13520,1.0,0.5,0.75,0.75,1.0,0.5,0.5,0.9999999999999999,0.33333333333333337,1.0,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13521,0.75,0.75,1.0,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13522,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13523,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13524,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.75,0.6666666666666666,전라남도 목포시,2
13525,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.33333333333333337,0.33333333333333337,0.5,0.75,0.5,0.6666666666666666,전라남도 목포시,1
13526,1.0,0.75,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13527,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.6666666666666666,전라남도 목포시,0
13528,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,전라남도 목포시,2
13529,0.75,0.5,1.0,1.0,1.0,0.75,1.0,0.9999999999999999,0.9999999999999999,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13530,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,전라남도 목포시,1
13531,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.75,0.6666666666666666,전라남도 목포시,2
13532,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13533,1.0,0.5,1.0,0.75,0.75,0.75,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13534,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.9999999999999999,0.5,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13535,1.0,0.75,0.5,1.0,0.5,0.75,1.0,0.9999999999999999,0.6666666666666666,1.0,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13536,1.0,1.0,0.75,1.0,0.75,0.5,1.0,0.6666666666666666,0.9999999999999999,0.75,0.75,0.25,0.9999999999999999,전라남도 목포시,2
13537,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 목포시,0
13538,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.9999999999999999,0.6666666666666666,0.5,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13539,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,1.0,0.6666666666666666,전라남도 목포시,0
13540,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,1.0,0.75,0.9999999999999999,전라남도 목포시,0
13541,0.75,0.5,0.75,0.75,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13542,1.0,0.75,1.0,0.75,1.0,0.75,0.75,0.6666666666666666,0.9999999999999999,1.0,0.75,0.75,0.6666666666666666,전라남도 목포시,0
13543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 목포시,0
13544,1.0,0.5,0.75,1.0,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,전라남도 목포시,2
13545,0.75,0.75,1.0,0.75,0.75,1.0,0.5,0.6666666666666666,0.9999999999999999,0.5,0.75,1.0,0.6666666666666666,전라남도 목포시,2
13546,0.75,0.5,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,1.0,0.9999999999999999,전라남도 목포시,0
13547,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.6666666666666666,0.9999999999999999,1.0,1.0,0.75,0.9999999999999999,전라남도 목포시,0
13548,1.0,1.0,0.75,0.75,1.0,0.5,1.0,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.9999999999999999,전라남도 목포시,0
13549,0.5,1.0,0.75,0.75,0.75,0.5,1.0,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,전라남도 목포시,2
13550,1.0,0.5,0.75,1.0,1.0,0.5,1.0,0.9999999999999999,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,전라남도 여수시,0
13551,1.0,0.75,0.5,0.75,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,전라남도 여수시,2
13552,1.0,1.0,0.75,1.0,1.0,0.5,0.75,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.9999999999999999,전라남도 여수시,0
13553,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,전라남도 여수시,1
13554,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,전라남도 여수시,2
13555,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,전라남도 여수시,2
13556,1.0,0.75,1.0,0.75,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.75,0.9999999999999999,전라남도 여수시,2
13557,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.9999999999999999,전라남도 여수시,2
13558,1.0,1.0,0.5,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,전라남도 여수시,2
13559,1.0,0.5,0.5,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.6666666666666666,전라남도 여수시,2
13560,0.75,1.0,1.0,1.0,1.0,0.5,1.0,0.9999999999999999,0.9999999999999999,0.5,0.75,1.0,0.6666666666666666,전라남도 여수시,0
13561,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,전라남도 여수시,2
13562,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.6666666666666666,전라남도 여수시,1
13563,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.33333333333333337,전라남도 여수시,1
13564,1.0,1.0,0.75,1.0,0.75,0.5,1.0,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,전라남도 여수시,2
13565,1.0,0.75,1.0,0.75,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.75,0.9999999999999999,전라남도 여수시,2
13566,1.0,0.5,0.75,1.0,0.75,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,전라남도 여수시,2
13567,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.9999999999999999,전라남도 여수시,2
13568,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,전라남도 여수시,2
13569,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,전라남도 여수시,2
13570,1.0,0.5,0.75,1.0,0.75,0.75,1.0,0.6666666666666666,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 여수시,0
13571,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.6666666666666666,전라남도 여수시,2
13572,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.6666666666666666,전라남도 여수시,2
13573,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,전라남도 여수시,0
13574,1.0,0.75,0.75,0.75,1.0,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,전라남도 여수시,2
13575,1.0,0.75,0.75,0.75,1.0,0.5,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,전라남도 여수시,2
13576,0.75,0.75,1.0,1.0,1.0,0.75,0.75,0.9999999999999999,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,전라남도 여수시,0
